 m,M ->b,B
x-axis: "cos(p1,p3)"  from -1.000000 to 1.000000 N_points= 101
Diff. cross section [pb]
-9.900990E-01 2.413888E-03
-9.702970E-01 2.366093E-03
-9.504950E-01 2.319264E-03
-9.306931E-01 2.273401E-03
-9.108911E-01 2.228503E-03
-8.910891E-01 2.184570E-03
-8.712871E-01 2.141603E-03
-8.514851E-01 2.099602E-03
-8.316832E-01 2.058566E-03
-8.118812E-01 2.018496E-03
-7.920792E-01 1.979391E-03
-7.722772E-01 1.941252E-03
-7.524752E-01 1.904079E-03
-7.326733E-01 1.867871E-03
-7.128713E-01 1.832628E-03
-6.930693E-01 1.798351E-03
-6.732673E-01 1.765040E-03
-6.534653E-01 1.732694E-03
-6.336634E-01 1.701314E-03
-6.138614E-01 1.670899E-03
-5.940594E-01 1.641450E-03
-5.742574E-01 1.612966E-03
-5.544554E-01 1.585448E-03
-5.346535E-01 1.558895E-03
-5.148515E-01 1.533308E-03
-4.950495E-01 1.508687E-03
-4.752475E-01 1.485031E-03
-4.554455E-01 1.462341E-03
-4.356436E-01 1.440616E-03
-4.158416E-01 1.419857E-03
-3.960396E-01 1.400063E-03
-3.762376E-01 1.381235E-03
-3.564356E-01 1.363372E-03
-3.366337E-01 1.346475E-03
-3.168317E-01 1.330543E-03
-2.970297E-01 1.315577E-03
-2.772277E-01 1.301577E-03
-2.574257E-01 1.288542E-03
-2.376238E-01 1.276473E-03
-2.178218E-01 1.265369E-03
-1.980198E-01 1.255231E-03
-1.782178E-01 1.246058E-03
-1.584158E-01 1.237851E-03
-1.386139E-01 1.230609E-03
-1.188119E-01 1.224333E-03
-9.900990E-02 1.219023E-03
-7.920792E-02 1.214678E-03
-5.940594E-02 1.211298E-03
-3.960396E-02 1.208884E-03
-1.980198E-02 1.207436E-03
-8.673617E-18 1.206953E-03
1.980198E-02 1.207436E-03
3.960396E-02 1.208884E-03
5.940594E-02 1.211298E-03
7.920792E-02 1.214678E-03
9.900990E-02 1.219023E-03
1.188119E-01 1.224333E-03
1.386139E-01 1.230609E-03
1.584158E-01 1.237851E-03
1.782178E-01 1.246058E-03
1.980198E-01 1.255231E-03
2.178218E-01 1.265369E-03
2.376238E-01 1.276473E-03
2.574257E-01 1.288542E-03
2.772277E-01 1.301577E-03
2.970297E-01 1.315577E-03
3.168317E-01 1.330543E-03
3.366337E-01 1.346475E-03
3.564356E-01 1.363372E-03
3.762376E-01 1.381235E-03
3.960396E-01 1.400063E-03
4.158416E-01 1.419857E-03
4.356436E-01 1.440616E-03
4.554455E-01 1.462341E-03
4.752475E-01 1.485031E-03
4.950495E-01 1.508687E-03
5.148515E-01 1.533308E-03
5.346535E-01 1.558895E-03
5.544554E-01 1.585448E-03
5.742574E-01 1.612966E-03
5.940594E-01 1.641450E-03
6.138614E-01 1.670899E-03
6.336634E-01 1.701314E-03
6.534653E-01 1.732694E-03
6.732673E-01 1.765040E-03
6.930693E-01 1.798351E-03
7.128713E-01 1.832628E-03
7.326733E-01 1.867871E-03
7.524752E-01 1.904079E-03
7.722772E-01 1.941252E-03
7.920792E-01 1.979391E-03
8.118812E-01 2.018496E-03
8.316832E-01 2.058566E-03
8.514851E-01 2.099602E-03
8.712871E-01 2.141603E-03
8.910891E-01 2.184570E-03
9.108911E-01 2.228503E-03
9.306931E-01 2.273401E-03
9.504950E-01 2.319264E-03
9.702970E-01 2.366093E-03
9.900990E-01 2.413888E-03
