 m,M ->b,B
x-axis: "cos(p1,p3)"  from -1.000000 to 1.000000 N_points= 101
Diff. cross section [pb]
-9.900990E-01 9.640591E-01
-9.702970E-01 9.450301E-01
-9.504950E-01 9.263854E-01
-9.306931E-01 9.081253E-01
-9.108911E-01 8.902495E-01
-8.910891E-01 8.727581E-01
-8.712871E-01 8.556512E-01
-8.514851E-01 8.389287E-01
-8.316832E-01 8.225907E-01
-8.118812E-01 8.066370E-01
-7.920792E-01 7.910678E-01
-7.722772E-01 7.758830E-01
-7.524752E-01 7.610827E-01
-7.326733E-01 7.466667E-01
-7.128713E-01 7.326352E-01
-6.930693E-01 7.189881E-01
-6.732673E-01 7.057255E-01
-6.534653E-01 6.928472E-01
-6.336634E-01 6.803534E-01
-6.138614E-01 6.682440E-01
-5.940594E-01 6.565191E-01
-5.742574E-01 6.451785E-01
-5.544554E-01 6.342224E-01
-5.346535E-01 6.236507E-01
-5.148515E-01 6.134635E-01
-4.950495E-01 6.036606E-01
-4.752475E-01 5.942422E-01
-4.554455E-01 5.852082E-01
-4.356436E-01 5.765586E-01
-4.158416E-01 5.682935E-01
-3.960396E-01 5.604128E-01
-3.762376E-01 5.529165E-01
-3.564356E-01 5.458046E-01
-3.366337E-01 5.390772E-01
-3.168317E-01 5.327342E-01
-2.970297E-01 5.267756E-01
-2.772277E-01 5.212014E-01
-2.574257E-01 5.160117E-01
-2.376238E-01 5.112064E-01
-2.178218E-01 5.067855E-01
-1.980198E-01 5.027490E-01
-1.782178E-01 4.990970E-01
-1.584158E-01 4.958294E-01
-1.386139E-01 4.929462E-01
-1.188119E-01 4.904474E-01
-9.900990E-02 4.883331E-01
-7.920792E-02 4.866032E-01
-5.940594E-02 4.852577E-01
-3.960396E-02 4.842966E-01
-1.980198E-02 4.837200E-01
-8.673617E-18 4.835278E-01
1.980198E-02 4.837200E-01
3.960396E-02 4.842966E-01
5.940594E-02 4.852577E-01
7.920792E-02 4.866032E-01
9.900990E-02 4.883331E-01
1.188119E-01 4.904474E-01
1.386139E-01 4.929462E-01
1.584158E-01 4.958294E-01
1.782178E-01 4.990970E-01
1.980198E-01 5.027490E-01
2.178218E-01 5.067855E-01
2.376238E-01 5.112064E-01
2.574257E-01 5.160117E-01
2.772277E-01 5.212014E-01
2.970297E-01 5.267756E-01
3.168317E-01 5.327342E-01
3.366337E-01 5.390772E-01
3.564356E-01 5.458046E-01
3.762376E-01 5.529165E-01
3.960396E-01 5.604128E-01
4.158416E-01 5.682935E-01
4.356436E-01 5.765586E-01
4.554455E-01 5.852082E-01
4.752475E-01 5.942422E-01
4.950495E-01 6.036606E-01
5.148515E-01 6.134635E-01
5.346535E-01 6.236507E-01
5.544554E-01 6.342224E-01
5.742574E-01 6.451785E-01
5.940594E-01 6.565191E-01
6.138614E-01 6.682440E-01
6.336634E-01 6.803534E-01
6.534653E-01 6.928472E-01
6.732673E-01 7.057255E-01
6.930693E-01 7.189881E-01
7.128713E-01 7.326352E-01
7.326733E-01 7.466667E-01
7.524752E-01 7.610827E-01
7.722772E-01 7.758830E-01
7.920792E-01 7.910678E-01
8.118812E-01 8.066370E-01
8.316832E-01 8.225907E-01
8.514851E-01 8.389287E-01
8.712871E-01 8.556512E-01
8.910891E-01 8.727581E-01
9.108911E-01 8.902495E-01
9.306931E-01 9.081253E-01
9.504950E-01 9.263854E-01
9.702970E-01 9.450301E-01
9.900990E-01 9.640591E-01
