 m,M ->b,B
x-axis: "cos(p1,p3)"  from -1.000000 to 1.000000 N_points= 101
Diff. cross section [pb]
-9.900990E-01 1.192540E+02
-9.702970E-01 1.185434E+02
-9.504950E-01 1.178472E+02
-9.306931E-01 1.171654E+02
-9.108911E-01 1.164979E+02
-8.910891E-01 1.158448E+02
-8.712871E-01 1.152060E+02
-8.514851E-01 1.145816E+02
-8.316832E-01 1.139715E+02
-8.118812E-01 1.133758E+02
-7.920792E-01 1.127945E+02
-7.722772E-01 1.122274E+02
-7.524752E-01 1.116748E+02
-7.326733E-01 1.111365E+02
-7.128713E-01 1.106126E+02
-6.930693E-01 1.101030E+02
-6.732673E-01 1.096078E+02
-6.534653E-01 1.091269E+02
-6.336634E-01 1.086604E+02
-6.138614E-01 1.082082E+02
-5.940594E-01 1.077704E+02
-5.742574E-01 1.073469E+02
-5.544554E-01 1.069378E+02
-5.346535E-01 1.065431E+02
-5.148515E-01 1.061627E+02
-4.950495E-01 1.057966E+02
-4.752475E-01 1.054450E+02
-4.554455E-01 1.051076E+02
-4.356436E-01 1.047846E+02
-4.158416E-01 1.044760E+02
-3.960396E-01 1.041818E+02
-3.762376E-01 1.039018E+02
-3.564356E-01 1.036363E+02
-3.366337E-01 1.033851E+02
-3.168317E-01 1.031482E+02
-2.970297E-01 1.029257E+02
-2.772277E-01 1.027176E+02
-2.574257E-01 1.025238E+02
-2.376238E-01 1.023444E+02
-2.178218E-01 1.021793E+02
-1.980198E-01 1.020286E+02
-1.782178E-01 1.018922E+02
-1.584158E-01 1.017702E+02
-1.386139E-01 1.016625E+02
-1.188119E-01 1.015692E+02
-9.900990E-02 1.014903E+02
-7.920792E-02 1.014257E+02
-5.940594E-02 1.013755E+02
-3.960396E-02 1.013396E+02
-1.980198E-02 1.013180E+02
-8.673617E-18 1.013109E+02
1.980198E-02 1.013180E+02
3.960396E-02 1.013396E+02
5.940594E-02 1.013755E+02
7.920792E-02 1.014257E+02
9.900990E-02 1.014903E+02
1.188119E-01 1.015692E+02
1.386139E-01 1.016625E+02
1.584158E-01 1.017702E+02
1.782178E-01 1.018922E+02
1.980198E-01 1.020286E+02
2.178218E-01 1.021793E+02
2.376238E-01 1.023444E+02
2.574257E-01 1.025238E+02
2.772277E-01 1.027176E+02
2.970297E-01 1.029257E+02
3.168317E-01 1.031482E+02
3.366337E-01 1.033851E+02
3.564356E-01 1.036363E+02
3.762376E-01 1.039018E+02
3.960396E-01 1.041818E+02
4.158416E-01 1.044760E+02
4.356436E-01 1.047846E+02
4.554455E-01 1.051076E+02
4.752475E-01 1.054450E+02
4.950495E-01 1.057966E+02
5.148515E-01 1.061627E+02
5.346535E-01 1.065431E+02
5.544554E-01 1.069378E+02
5.742574E-01 1.073469E+02
5.940594E-01 1.077704E+02
6.138614E-01 1.082082E+02
6.336634E-01 1.086604E+02
6.534653E-01 1.091269E+02
6.732673E-01 1.096078E+02
6.930693E-01 1.101030E+02
7.128713E-01 1.106126E+02
7.326733E-01 1.111365E+02
7.524752E-01 1.116748E+02
7.722772E-01 1.122274E+02
7.920792E-01 1.127945E+02
8.118812E-01 1.133758E+02
8.316832E-01 1.139715E+02
8.514851E-01 1.145816E+02
8.712871E-01 1.152060E+02
8.910891E-01 1.158448E+02
9.108911E-01 1.164979E+02
9.306931E-01 1.171654E+02
9.504950E-01 1.178472E+02
9.702970E-01 1.185434E+02
9.900990E-01 1.192540E+02
