 m,M ->b,B
x-axis: "Sqrt(S)"  from 10.000000 to 150.000000 N_points= 100
Cross Section [pb]
1.000000E+01 2.143325E+02
1.141414E+01 1.917632E+02
1.282828E+01 1.616213E+02
1.424242E+01 1.352912E+02
1.565657E+01 1.139335E+02
1.707071E+01 9.685905E+01
1.848485E+01 8.317267E+01
1.989899E+01 7.211066E+01
2.131313E+01 6.308030E+01
2.272727E+01 5.563380E+01
2.414141E+01 4.943435E+01
2.555556E+01 4.422745E+01
2.696970E+01 3.981921E+01
2.838384E+01 3.606048E+01
2.979798E+01 3.283538E+01
3.121212E+01 3.005304E+01
3.262626E+01 2.764157E+01
3.404040E+01 2.554363E+01
3.545455E+01 2.371317E+01
3.686869E+01 2.211297E+01
3.828283E+01 2.071287E+01
3.969697E+01 1.948831E+01
4.111111E+01 1.841936E+01
4.252525E+01 1.748983E+01
4.393939E+01 1.668671E+01
4.535354E+01 1.599972E+01
4.676768E+01 1.542094E+01
4.818182E+01 1.494459E+01
4.959596E+01 1.456685E+01
5.101010E+01 1.428584E+01
5.242424E+01 1.410159E+01
5.383838E+01 1.401614E+01
5.525253E+01 1.403369E+01
5.666667E+01 1.416095E+01
5.808081E+01 1.440751E+01
5.949495E+01 1.478644E+01
6.090909E+01 1.531516E+01
6.232323E+01 1.601660E+01
6.373737E+01 1.692077E+01
6.515152E+01 1.806708E+01
6.656566E+01 1.950759E+01
6.797980E+01 2.131165E+01
6.939394E+01 2.357285E+01
7.080808E+01 2.641937E+01
7.222222E+01 3.003000E+01
7.363636E+01 3.465948E+01
7.505051E+01 4.067994E+01
7.646465E+01 4.865133E+01
7.787879E+01 5.944598E+01
7.929293E+01 7.448094E+01
8.070707E+01 9.617772E+01
8.212121E+01 1.289424E+02
8.353535E+01 1.814557E+02
8.494949E+01 2.726881E+02
8.636364E+01 4.503219E+02
8.777778E+01 8.599464E+02
8.919192E+01 2.076435E+03
9.060606E+01 6.181208E+03
9.202020E+01 5.361002E+03
9.343434E+01 1.859153E+03
9.484848E+01 8.351556E+02
9.626263E+01 4.658521E+02
9.767677E+01 2.969582E+02
9.909091E+01 2.065025E+02
1.005051E+02 1.525505E+02
1.019192E+02 1.177896E+02
1.033333E+02 9.406147E+01
1.047475E+02 7.712244E+01
1.061616E+02 6.459047E+01
1.075758E+02 5.504508E+01
1.089899E+02 4.759654E+01
1.104040E+02 4.166440E+01
1.118182E+02 3.685679E+01
1.132323E+02 3.290132E+01
1.146465E+02 2.960381E+01
1.160606E+02 2.682275E+01
1.174747E+02 2.445301E+01
1.188889E+02 2.241511E+01
1.203030E+02 2.064807E+01
1.217172E+02 1.910444E+01
1.231313E+02 1.774686E+01
1.245455E+02 1.654607E+01
1.259596E+02 1.547669E+01
1.273737E+02 1.451990E+01
1.287879E+02 1.366025E+01
1.302020E+02 1.288421E+01
1.316162E+02 1.218077E+01
1.330303E+02 1.154073E+01
1.344444E+02 1.095632E+01
1.358586E+02 1.042094E+01
1.372727E+02 9.928976E+00
1.386869E+02 9.475609E+00
1.401010E+02 9.056680E+00
1.415152E+02 8.668592E+00
1.429293E+02 8.308216E+00
1.443434E+02 7.972820E+00
1.457576E+02 7.660009E+00
1.471717E+02 7.367676E+00
1.485859E+02 7.093962E+00
1.500000E+02 6.837217E+00
