 m,M ->b,B
x-axis: "cos(p1,p3)"  from -1.000000 to 1.000000 N_points= 101
Diff. cross section [pb]
-9.900990E-01 3.441972E-03
-9.702970E-01 3.373931E-03
-9.504950E-01 3.307487E-03
-9.306931E-01 3.242641E-03
-9.108911E-01 3.179391E-03
-8.910891E-01 3.117738E-03
-8.712871E-01 3.057682E-03
-8.514851E-01 2.999223E-03
-8.316832E-01 2.942361E-03
-8.118812E-01 2.887096E-03
-7.920792E-01 2.833428E-03
-7.722772E-01 2.781357E-03
-7.524752E-01 2.730883E-03
-7.326733E-01 2.682006E-03
-7.128713E-01 2.634726E-03
-6.930693E-01 2.589043E-03
-6.732673E-01 2.544957E-03
-6.534653E-01 2.502468E-03
-6.336634E-01 2.461576E-03
-6.138614E-01 2.422281E-03
-5.940594E-01 2.384583E-03
-5.742574E-01 2.348482E-03
-5.544554E-01 2.313977E-03
-5.346535E-01 2.281070E-03
-5.148515E-01 2.249760E-03
-4.950495E-01 2.220047E-03
-4.752475E-01 2.191930E-03
-4.554455E-01 2.165411E-03
-4.356436E-01 2.140489E-03
-4.158416E-01 2.117163E-03
-3.960396E-01 2.095435E-03
-3.762376E-01 2.075304E-03
-3.564356E-01 2.056769E-03
-3.366337E-01 2.039832E-03
-3.168317E-01 2.024491E-03
-2.970297E-01 2.010748E-03
-2.772277E-01 1.998601E-03
-2.574257E-01 1.988052E-03
-2.376238E-01 1.979099E-03
-2.178218E-01 1.971743E-03
-1.980198E-01 1.965985E-03
-1.782178E-01 1.961823E-03
-1.584158E-01 1.959259E-03
-1.386139E-01 1.958291E-03
-1.188119E-01 1.958920E-03
-9.900990E-02 1.961147E-03
-7.920792E-02 1.964970E-03
-5.940594E-02 1.970390E-03
-3.960396E-02 1.977407E-03
-1.980198E-02 1.986021E-03
-8.673617E-18 1.996233E-03
1.980198E-02 2.008041E-03
3.960396E-02 2.021446E-03
5.940594E-02 2.036448E-03
7.920792E-02 2.053047E-03
9.900990E-02 2.071243E-03
1.188119E-01 2.091036E-03
1.386139E-01 2.112426E-03
1.584158E-01 2.135413E-03
1.782178E-01 2.159997E-03
1.980198E-01 2.186178E-03
2.178218E-01 2.213956E-03
2.376238E-01 2.243331E-03
2.574257E-01 2.274303E-03
2.772277E-01 2.306872E-03
2.970297E-01 2.341038E-03
3.168317E-01 2.376800E-03
3.366337E-01 2.414160E-03
3.564356E-01 2.453117E-03
3.762376E-01 2.493671E-03
3.960396E-01 2.535822E-03
4.158416E-01 2.579569E-03
4.356436E-01 2.624914E-03
4.554455E-01 2.671856E-03
4.752475E-01 2.720394E-03
4.950495E-01 2.770530E-03
5.148515E-01 2.822263E-03
5.346535E-01 2.875592E-03
5.544554E-01 2.930519E-03
5.742574E-01 2.987042E-03
5.940594E-01 3.045163E-03
6.138614E-01 3.104880E-03
6.336634E-01 3.166195E-03
6.534653E-01 3.229106E-03
6.732673E-01 3.293615E-03
6.930693E-01 3.359720E-03
7.128713E-01 3.427422E-03
7.326733E-01 3.496722E-03
7.524752E-01 3.567618E-03
7.722772E-01 3.640111E-03
7.920792E-01 3.714202E-03
8.118812E-01 3.789889E-03
8.316832E-01 3.867173E-03
8.514851E-01 3.946054E-03
8.712871E-01 4.026533E-03
8.910891E-01 4.108608E-03
9.108911E-01 4.192280E-03
9.306931E-01 4.277549E-03
9.504950E-01 4.364415E-03
9.702970E-01 4.452878E-03
9.900990E-01 4.542938E-03
